PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_SUBSTANCE_COMMENT
"CCSBASE_FC8E385CEB","EETLMEYLENPK","N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N2C[C@@H](CCC2)C(=O)N[C@@H](CCCCN)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_650F099CD7","Neurotensin","CCC(C)C(C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C2CCCN2C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CC(C)C)NC(=O)C5CCC(=O)N5","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_1707AB542D","Renin","","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_9CB0E1E5D7","Melittin","CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)CN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_1C3667568C","Angiotensin II","CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_2C928443D4","Bradykinin","C1C[C@H](N(C1)C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)N)C(=O)NCC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CO)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CC5=CC=CC=C5)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_30822BB736","Angiotensin I","CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CC4=CN=CN4)C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](CC5=CC=C(C=C5)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_EA1FB6054A","Substance P","CC(C)C[C@@H](C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)CNC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CCCCN)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCN=C(N)N)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_266223FAE8","Neurotensin","CCC(C)C(C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C2CCCN2C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CC(C)C)NC(=O)C5CCC(=O)N5","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_BAFE47E314","Renin","","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_F1203E2779","Melittin","CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)CN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_79DB542155","Angiotensin I","CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CC4=CN=CN4)C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](CC5=CC=C(C=C5)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_4746F52F47","Renin","","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_00D6620717","Melittin","CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)CN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_67157C47E8","Creatinine","CN1CC(=O)N=C1N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_69851FB3E2","L-Proline","C1C[C@H](NC1)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_4411B55D83","L-Isoleucine","CC[C@H](C)[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_9D546DDC39","L-Leucine","CC(C)C[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_EE1B3AFDCA","DL-Homocysteine","C(CS)C(C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_0B777A66F0","L-Lysine","C(CCN)C[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_BE5EA24686","L-Methionine","CSCC[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_6B399D2692","L-Histidine","C1=C(NC=N1)C[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_1D551D0F64","L-Phenylalanine","C1=CC=C(C=C1)C[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_7C2D4FE9A7","L-Arginine","C(C[C@@H](C(=O)O)N)CN=C(N)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_F7EE746146","L-Tyrosine","C1=CC(=CC=C1C[C@@H](C(=O)O)N)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_31FBACE75B","L-Cystine","C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_900B967A37","Pyridoxal Phosphate","CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_9303711BEB","Hydrocortisone","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_910C698088","5-Methyl-THF","CN1C(CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(=O)O)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_51FB46AC94","GITWK","NCC(=O)N[C@@H](C(C)CC)C(=O)N[C@@H](C[C@@H](C)O)C(=O)N[C@@H](CC1=CNC2=C(C=CC=C2)1)C(=O)N[C@@H](CCCCN)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_449F337A6E","IFVQK","N[C@@H](C(C)CC)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCCN)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_128A424DC0","YIPGTK","N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](C(C)CC)C(=O)N2C[C@@H](CCC2)C(=O)NCC(=O)N[C@@H](C[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_F88865BF70","MIFAGIK","N[C@@H](CCSC)C(=O)N[C@@H](C(C)CC)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](C(C)CC)C(=O)N[C@@H](CCCCN)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_17716362FB","EDLIAYLK","N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_980076DA6A","Angiotensin II","CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_EE1B2CE15E","Bradykinin","C1C[C@H](N(C1)C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)N)C(=O)NCC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CO)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CC5=CC=CC=C5)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_DC7AD8B595","TGPNLHGLFGR","N[C@@H](C[C@@H](C)O)C(=O)NCC(=O)N1C[C@@H](CCC1)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC2=CNC=N2)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_DCC91AFC6D","Angiotensin I","CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CC4=CN=CN4)C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](CC5=CC=C(C=C5)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_AB08BAA429","Substance P","CC(C)C[C@@H](C(=O)N[C@@H](CCSC)C(=O)N)NC(=O)CNC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CCCCN)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCN=C(N)N)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_535D404AB4","TGQAPGFTYTDANK","N[C@@H](C[C@@H](C)O)C(=O)NCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](C)C(=O)N1C[C@@H](CCC1)C(=O)NCC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](C[C@@H](C)O)C(=O)N[C@@H](CC3=CC=C(O)C=C3)C(=O)N[C@@H](C[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCCN)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_D7EB717F05","EETLMEYLENPK","N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N2C[C@@H](CCC2)C(=O)N[C@@H](CCCCN)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_CECC63101F","Creatinine","CN1CC(=O)N=C1N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_2AC8CA18D4","L-Histidine","C1=C(NC=N1)C[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_EC6393F7D6","a-D-Glucose","C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_A07D65709E","L-Cystine","C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_27DD074662","Pyridoxal Phosphate","CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_31794115EF","Hydrocortisone","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b01729'"
"CCSBASE_69A9641F66","AcylPE(46:1)","CCCCCCCCCCCCCCCC(=O)NCCO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_D9AB8CD808","AcylPE(47:1)","CCCCCCCCCCCCCCCC(=O)NCCO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_BB5F444F05","AcylPE(48:1)","CCCCCCCCCCCCCCCC(=O)NCCO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_53C08AA0A7","AcylPE(49:1)","CCCCCCCCCCCCCCCC(=O)NCCO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC1CC1CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_F4F74EC14F","AcylPE(50:1)","CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OCCNC(=O)CCCCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_A228E62E87","AcylPE(51:2)","CCCCCCCCCCCCCCCC(=O)NCCO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCC1CC1CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_6BE4FB45E1","AcylPE(52:2)","CCCCCCCCCCCCCCCC(=O)NCCO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_538991DA7D","AcylPG(46:1)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_CB8BA6B6F7","AcylPG(46:2)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_6935BF42FE","AcylPG(47:1)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCC ","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_50346CCB96","AcylPG(48:2)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_8300700D23","AcylPG(48:1)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_B9CA1153D5","AcylPG(49:2)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCC1CC1CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_1741437B2D","AcylPG(49:1)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC1CC1CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_EA958CDEA1","AcylPG(50:2)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_8765D1E485","AcylPG(51:3)","CCCCCCCCC1CC1CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OC[C@@H](O)COC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_32DF117BC8","AcylPG(51:2)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCC1CC1CCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_42C8478A23","AcylPG(52:3)","CCCCCCCCCC/C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OC[C@@H](O)COC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_2E32644301","AcylPG(52:2)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_A5119FF149","AcylPG(53:3)","CCCCCCCCCCC1CC1CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OC[C@@H](O)COC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_9D90B28C8A","AcylPG(53:2)","CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P](O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCC1CC1CCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_16AF9F65CA","PG(30:0)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO)OC(=O)CCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_76EA9C71B3","PG(31:1)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO)OC(=O)CCCCCCCC1CC1CCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_801CA6F691","PG(32:2)","CCCCCC\C=C/CCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_52068A2499","PG(32:1)","CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCCCC)CO[P](O)(=O)OCC(O)CO","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
"CCSBASE_C0893B960C","PG(32:0)","CCCCCCCCCCCCCCCC(=O)OCC(CO[P](O)(=O)OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC","CCS_Type: 'TW' | Reference: 'https://www.sciencedirect.com/science/article/pii/S0009308418302238'"
