g_id,name,adduct,mz,mass,z,ccs,ccs_type,ccs_method,smi,ref
"CCSBASE_37DB9B8494","LPC(22:0)","[M+HCOO]-",624.4250,624.4250,1,258.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_62F5CD912F","LPC(22:0)","[M+HCOO]-",624.4249,624.4249,1,263.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_10D3F69AE6","LPC(22:1)","[M+H]+",578.4169,578.4169,1,246.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_FB3BF35F5F","LPC(22:1)","[M+H]+",578.4167,578.4167,1,247.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_07100D1479","LPC(22:4)","[M+HCOO]-",616.3618,616.3618,1,248.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_1BF0D7CFC5","LPC(22:4)","[M+HCOO]-",616.3615,616.3615,1,253.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_9DF6782317","LPC(22:5)","[M+H]+",570.3549,570.3549,1,232.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCC[N+](C)(C)C)(=O)[O-])[C@]([H])(O)COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_DD69CAE9C1","LPC(22:6)","[M+H]+",568.3395,568.3395,1,234.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_E76F707392","LPC(22:6)","[M+H]+",568.3392,568.3392,1,232.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_114F3EA9D4","LPC(22:6)","[M+HCOO]-",612.3302,612.3302,1,247.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_8480CAE376","LPC(22:6)","[M+HCOO]-",612.3302,612.3302,1,251.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_A3F33C8F44","LPC(22:6)","[M+HCOO]-",612.3328,612.3328,1,251.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_9F03814B86","LPC(24:0)","[M+H]+",608.4649,608.4649,1,258.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCCCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_20F0B15041","LPC(24:0)","[M+H]+",608.4672,608.4672,1,258.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COC(CCCCCCCCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_75528ABBA7","LPC(24:1)","[M+H]+",606.4521,606.4521,1,254.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCC[N+](C)(C)C)(=O)[O-])[C@@](O)([H])COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_750B809F22","LPC(24:1)","[M+H]+",606.4504,606.4504,1,253.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCC[N+](C)(C)C)(=O)[O-])[C@@](O)([H])COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_A60584160B","LPC(o16:0)","[M+H]+",482.3599,482.3599,1,230.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_CDFC0051FA","LPC(o16:1)","[M-CH3]-",464.3145,464.3145,1,242.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCC/C=C\CCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_81FB9FDA03","LPC(o16:1)","[M+H]+",480.3443,480.3443,1,225.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCC/C=C\CCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_197D6AABFE","LPC(o18:0)","[M+H]+",510.3922,510.3922,1,238.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_84102063D5","LPC(o18:0)","[M+H]+",510.3911,510.3911,1,238.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_E3D487CA48","LPC(o18:1)","[M+HCOO]-",552.3666,552.3666,1,247.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCC/C=C\CCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_D584C9F0F3","LPC(o18:1)","[M+HCOO]-",552.3669,552.3669,1,248.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCC/C=C\CCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_FFE81AF05F","LPC(o20:0)","[M+HCOO]-",582.4143,582.4143,1,255.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCCCCCCCCCCCC","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_FD151B1ED0","LPE(16:0)","[M-H]-",452.2784,452.2784,1,230.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_F0F2D1DDD5","LPE(16:0)","[M-H]-",452.2777,452.2777,1,217.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_840672BE3C","LPE(16:0)","[M-H]-",452.2791,452.2791,1,210.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_5FE8CC5878","LPE(16:0)","[M-H]-",452.2784,452.2784,1,214.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_CB777B05DE","LPE(16:0)","[M+H]+",454.2925,454.2925,1,214.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_F6FD92BD38","LPE(16:1)","[M-H]-",450.2626,450.2626,1,208.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCC/C=C\CCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_420774DD4D","LPE(16:1)","[M+H]+",452.2774,452.2774,1,207.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCC/C=C\CCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_534AE21CC7","LPE(16:1)","[M+H]+",452.2759,452.2759,1,210.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCC/C=C\CCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_BE91565A71","LPE(18:0)","[M-CH3]-",466.2949,466.2949,1,218.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCCCCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_2D10950D3A","LPE(18:0)","[M-H]-",480.3091,480.3091,1,218.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCCCCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_0118D36693","LPE(18:0)","[M-H]-",480.3112,480.3112,1,217.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCCCCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_51860A9C0C","LPE(18:0)","[M-H]-",480.3098,480.3098,1,216.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCCCCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_50784EEF2E","LPE(18:0)","[M-H]-",480.3099,480.3099,1,222.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCCCCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_8EE09DA6F1","LPE(18:0)","[M+H]+",482.3240,482.3240,1,222.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCCCCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_1ADFD1423E","LPE(18:0)","[M+H]+",482.3246,482.3246,1,221.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCCCCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_8578D65BED","LPE(18:1)","[M-CH3]-",464.2794,464.2794,1,215.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCC/C=C\CCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_7CE1E68445","LPE(18:1)","[M-H]-",478.2945,478.2945,1,216.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCC/C=C\CCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_6897A77B02","LPE(18:1)","[M-H]-",478.2937,478.2937,1,214.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCC/C=C\CCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_6E7BB7A0A0","LPE(18:1)","[M-H]-",478.2934,478.2934,1,218.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCC/C=C\CCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_BC2FA8BC74","LPE(18:1)","[M-H]-",478.2940,478.2940,1,219.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCC/C=C\CCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_9C4ABCCE15","LPE(18:1)","[M-H]-",478.2946,478.2946,1,221.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCC/C=C\CCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_297DE276CE","LPE(18:1)","[M+H]+",480.3104,480.3104,1,216.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCC/C=C\CCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_CFC4FBC127","LPE(18:1)","[M+H]+",480.3080,480.3080,1,218.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCC/C=C\CCCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_850909828D","LPE(18:2)","[M-H]-",476.2781,476.2781,1,212.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_38BB2AB118","LPE(18:2)","[M-H]-",476.2790,476.2790,1,217.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_E8311A55BC","LPE(20:0)","[M-CH3]-",494.3249,494.3249,1,220.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_3F0EF37D87","LPE(20:0)","[M-H]-",508.3404,508.3404,1,229.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_B69F5A23D9","LPE(20:0)","[M+H]+",510.3532,510.3532,1,229.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_C7E22327D0","LPE(20:1)","[M-CH3]-",492.3100,492.3100,1,222.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_BE698CECF6","LPE(20:1)","[M-H]-",506.3250,506.3250,1,222.60,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_846B63D454","LPE(20:1)","[M-H]-",506.3250,506.3250,1,226.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_98215900E8","LPE(20:1)","[M-H]-",506.3251,506.3251,1,226.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_23CB14FBDA","LPE(20:1)","[M+H]+",508.3392,508.3392,1,223.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_A55CB92A28","LPE(20:2)","[M-H]-",504.3100,504.3100,1,223.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_235ABDF487","LPE(20:2)","[M-H]-",504.3106,504.3106,1,225.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_F9DD64A069","LPE(20:2)","[M+CH3COO]-",564.3304,564.3304,1,236.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_42610013E3","LPE(20:3)","[M-H]-",502.2955,502.2955,1,217.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_8710196788","LPE(20:3)","[M-H]-",502.2946,502.2946,1,217.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_5801E4B683","LPE(20:3)","[M-H]-",502.2942,502.2942,1,222.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_6C930FBACE","LPE(20:3)","[M-H]-",502.2937,502.2937,1,223.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_B68490B2FC","LPE(20:3)","[M+H]+",504.3095,504.3095,1,217.20,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_481CAB3DBB","LPE(20:3)","[M+H]+",504.3084,504.3084,1,216.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_14763FB33B","LPE(20:4)","[M-H]-",500.2782,500.2782,1,217.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_BE93904758","LPE(20:4)","[M-H]-",500.2798,500.2798,1,221.50,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_D989698CBA","LPE(20:5)","[M-H]-",498.2626,498.2626,1,216.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_0854163882","LPE(20:5)","[M-H]-",498.2625,498.2625,1,219.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_3491A640C6","LPE(22:0)","[M-CH3]-",522.3578,522.3578,1,233.10,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_391362F11D","LPE(22:0)","[M-H]-",536.3732,536.3732,1,235.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_A7D0F77EFB","LPE(22:0)","[M+H]+",538.3883,538.3883,1,236.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCCCCCCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_26CEC3CE7C","LPE(22:1)","[M-H]-",534.3566,534.3566,1,233.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_425CCA542D","LPE(22:1)","[M-H]-",534.3539,534.3539,1,234.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_89588BB263","LPE(22:2)","[M-H]-",532.3415,532.3415,1,232.40,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_7CF734551C","LPE(22:4)","[M-H]-",528.3092,528.3092,1,222.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_0924A2050C","LPE(22:4)","[M-H]-",528.3089,528.3089,1,227.70,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_501ED61D85","LPE(22:4)","[M-H]-",528.3089,528.3089,1,228.00,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_B98385AFF2","LPE(22:4)","[M+H]+",530.3234,530.3234,1,223.90,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_FA342F535B","LPE(22:4)","[M+H]+",530.3239,530.3239,1,223.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_0188043189","LPE(22:5)","[M-H]-",526.2934,526.2934,1,222.30,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
"CCSBASE_C01142C882","LPE(22:5)","[M-H]-",526.2937,526.2937,1,221.80,"TIMS","calibrated with 4 ions from ESI LC/MS tuning mix (Agilent)","C(OP(OCCN)(O)=O)[C@]([H])(OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)CO","https://www.nature.com/articles/s41467-019-14044-x"
